lat,lng
15.486099,73.811702
,
15.459197,73.813139
,
15.487063,73.820854
,
15.5007,73.828393
,
15.501114,73.82908
,
15.459324,73.814677
,
15.499382,73.836767
,
15.491378,73.820227
,
15.500416,73.825936
,
15.498666,73.837871
,
15.498777,73.819917
,
15.482917,73.808899
,
15.500086,73.83686
,
15.498596,73.837979
,
15.478378,73.820363
,
15.481051,73.811588
,
15.486172,73.811581
,
15.497666,73.827282
,
15.494492,73.8391
,
15.483845,73.809645
,
15.49474,73.831902
,
15.486099,73.811516
,
15.50107,73.829836
,
15.500875,73.830383
,
15.49952,73.826056
,
15.501319,73.827548
,
15.495371,73.818914
,
15.495137,73.838601
,
15.489298,73.814559
,
15.4988,73.820097
,
15.501035,73.829195
,
15.491882,73.82168
,
15.481492,73.811057
,
15.4987,73.823227
,
15.496637,73.839015
,
15.497237,73.825052
,
15.491065,73.815953
,
15.45838,73.805659
,
15.494502,73.818598
,
15.498142,73.837073
,
15.469775,73.821861
,
15.500556,73.845012
,
15.465577,73.806249
,
15.50084,73.824126
,
15.500762,73.823919
,
15.482349,73.828675
,
15.496935,73.824253
,
15.49001,73.819896
,
15.466678,73.813341
,
15.46778,73.807062
,
15.495966,73.836335
,
15.477029,73.808266
,
15.499775,73.833822
,
15.498917,73.838103
,
15.492512,73.817471
,
15.501315,73.827224
,
15.501186,73.827707
,
15.501016,73.829117
,
15.484158,73.809768
,
15.499687,73.841493
,
15.500168,73.836858
,
15.477716,73.822424
,
15.498943,73.837245
,
15.498231,73.824605
,
15.499083,73.836619
,
15.499186,73.837695
,
15.477215,73.808352
,
15.469942,73.822396
,
15.477535,73.808419
,
15.498059,73.838376
,
15.501119,73.826632
,
15.477256,73.808416
,
15.483594,73.809199
,
15.49366,73.831993
,
15.498436,73.828983
15.630734,73.760005
,
15.58473,73.75371
,
15.607025,73.748432
,
15.597325,73.78055
,
15.615161,73.766423
,
15.598379,73.74404
,
15.587643,73.760299
,
15.595685,73.750872
,
15.596841,73.750834
,
15.570824,73.759114
,
15.595599,73.734899
,
15.590862,73.751755
,
15.597657,73.748848
,
15.602671,73.751925
,
15.616326,73.791568
,
15.588685,73.742584
,
15.590005,73.759904
,
15.61265,73.808209
,
15.592333,73.761983
,
15.561385,73.769428
,
15.606218,73.770624
,
15.55932,73.774739
,
15.590707,73.751664
,
15.607312,73.747561
,
15.561446,73.769224
,
15.561104,73.780656
,
15.597132,73.790168
,
15.597466,73.780662
,
15.575703,73.761846
,
15.614274,73.769954
,
15.591651,73.741325
,
15.60172,73.761581
,
15.628449,73.765539
,
15.601095,73.743787
,
15.558075,73.776101
,
15.5865,73.75113
,
15.584717,73.753647
,
15.594676,73.741447
,
15.58192,73.757816
,
15.597261,73.741093
,
15.583927,73.749195
,
15.595592,73.778765
,
15.591571,73.743799
,
15.626353,73.763854
,
15.582182,73.749158
,
15.582039,73.75848
,
15.62587,73.766569
,
15.61609,73.787946
,
15.61493,73.800326
,
15.584809,73.753653
,
15.567833,73.764893
,
15.622634,73.762243
,
15.576474,73.755841
,
15.576647,73.755965
,
15.601365,73.760778
,
15.600776,73.787823
,
15.605289,73.754904
,
15.597552,73.747261
,
15.595633,73.750992
,
15.599048,73.742268
,
15.597089,73.791577
,
15.61152,73.795482
,
15.597643,73.780999
,
15.597055,73.779242
,
15.576628,73.756998
,
15.584113,73.753389
,
15.596528,73.779572
,
15.597152,73.780344
,
15.587788,73.762198
,
15.601081,73.761468
,
15.626361,73.763402
,
15.591353,73.771918
,
15.582191,73.758472
,
15.609343,73.751635
,
15.612555,73.775808
,
15.586657,73.741885
,
15.587397,73.7603
,
15.579132,73.759023
,
15.591358,73.771917
,
15.565916,73.750684
,
15.59798,73.745136
,
15.615052,73.780577
,
15.61389,73.792386
,
15.557955,73.776363
,
15.584783,73.753661
,
15.615912,73.755691
,
15.592815,73.759587
,
15.595386,73.795113
,
15.586372,73.741782
,
15.59277,73.759574
,
15.616153,73.790697
,
15.59649,73.749772
,
15.596896,73.79204
,
15.600239,73.737213
,
15.610585,73.765852
,
15.56122,73.780727
,
15.596926,73.749382
,
15.56379,73.763795
,
15.569683,73.765056
,
15.583913,73.748891
,
15.61484,73.757854
,
15.596409,73.779466
,
15.586367,73.741779
,
15.615226,73.791603
,
15.619326,73.766078
,
15.595774,73.738706
,
15.617394,73.770418
,
15.573436,73.765212
,
15.588688,73.750767
,
15.592456,73.744122
,
